Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity	Question	entropy	max_prob	max_completion	num_premises
A18500	We should adopt libertarianism	against	Libertarianism would end all the state run programs that people rely on.	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	Should we adopt libertarianism	0.5483313966761435	0.2982987717471663	we shouldn't adopt libertarianism because not everyone seems to think about things in the same way, some people have no interest in politics at all	74.0
A19001	Foster care brings more harm than good	in favor of	The foster care system strips children of autonomy by forcing them to pass every decision about after school activities or hanging out with friends through a social worker that is difficult to access.	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	Does foster care bring more harm than good	0.5487071033116246	0.7250303807491417	sometimes foster care is the safest option for a child. it is far better to remove a child who is being looked after by parents who cannot be trusted not to harm the child.	71.0
A19003	We should adopt a multi-party system	against	multiple parties make choosing a leader harder	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	Should we adopt a multi-party system	0.5451089883968344	0.07995549674625639	too many choices in political parties separates people in a country instead of helping them to unite.	67.0
A19007	Foster care brings more harm than good	against	couples who cannot have children of their own, are able to love and care for a child	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Does foster care bring more harm than good	0.5487071033116246	0.7250303807491417	sometimes foster care is the safest option for a child. it is far better to remove a child who is being looked after by parents who cannot be trusted not to harm the child.	71.0
A19008	We should ban factory farming	in favor of	factory farming is a cruel and unnatural practice.  we should treat animals better, even if their 'just' going to be used for food.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	Should we ban factory farming	0.5608312597204292	0.12316985653615407	it's unethical on the animals and just down right cruel	70.0
A19009	We should abandon the use of school uniform	against	uniforms prevent arguments over what is appropriate school attire.	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	Should we abandon the use of school uniform	0.5508062239323491	0.10666066886460336	this practice insures students are all equal in dress and ensures students will not come to school in inappropriate clothing.	76.0
A19010	Blockade of the Gaza Strip should be ended	in favor of	the blockade should come down. it doesn't serve it's intended purpose. it keeps the groups around gaza divided and perpetuates violence in the area.	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	Should blockade of the Gaza Strip be ended	0.6098111333937815	0.349309001576724	it shouldnt be ended because if it was ended then it may cause more fighting and terrorism.	67.0
A19011	We should end affirmative action	in favor of	we should end affirmative action because it supports that which it seeks to rectify which is favoring one group of people over another.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Should we end affirmative action	0.5495202324109841	0.2524788902991078	yes, you should have to work your way to the top not have it handed to you.	66.0
A19013	We should adopt gender-neutral language	against	adopting gender neutral language would be expensive and a waste of resources which could be better used elsewhere	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Should we adopt gender-neutral language	0.566138617341594	0.15175372652901714	there is no need for gender-neutral language. someone could be an actress or an actor and can identify as either without changing the language that we use.	72.0
A19014	The use of public defenders should be mandatory	against	The use of public defenders should not be mandatory because it will discourage law students from going into criminal litigation, since the pay is much lower for public defenders than private.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Should the use of public defenders be mandatory	0.5636646208223235	0.24460918162098488	not allowing a public defender for less well of defendants who do not meet the income requirements of the poor will make these people poor with outside legal fees.	71.0
A19015	Social media brings more harm than good	against	social media has brought a democratization of media to all those who are able to access it, allowing rapid discemination of news and protest groups to further their causes.	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	Does social media bring more harm than good	0.5778651914581594	0.19195994509883205	people are meaner to each other online because they can't see each other.	72.0
A19016	Holocaust denial should be a criminal offence	in favor of	Holocaust denial should be a criminal offence since it represent an evil idea that all modern societies should fight in every mean necessary	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	Should Holocaust denial be a criminal offence	0.5507142382848973	0.07997165425314116	it's just freedom of speech, you can't arrest someone for not believing something	72.0
A19018	We should adopt libertarianism	in favor of	libertarianism disavows government control and allows people to have liberties that have been stifled by the governing body.	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Should we adopt libertarianism	0.5483313966761435	0.2982987717471663	we shouldn't adopt libertarianism because not everyone seems to think about things in the same way, some people have no interest in politics at all	74.0
A19019	We should adopt an austerity regime	against	an austerity regime would negatively impact the weakest of our citizens.  we cannot let them slip through the cracks.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	Should we adopt an austerity regime	0.5525827081617566	0.2779228681418165	people should not have to endure higher taxes to pay for the government's inefficiency.	69.0
A19020	Blockade of the Gaza Strip should be ended	against	blockade of the gaza strip is a bargaining tool to ensure the safety of israel in a volatile region.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Should blockade of the Gaza Strip be ended	0.6098111333937815	0.349309001576724	it shouldnt be ended because if it was ended then it may cause more fighting and terrorism.	67.0
A19021	We should ban the use of child actors	against	child actors are an important part of the acting industry and should continue to be allowed with restrictions to ensure the child's well being.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Should we ban the use of child actors	0.5434347853154198	0.5477169114768089	too many child actors can't handle the pressure and end up turning to drugs and other crimes to cope.	70.0
A19022	We should fight for the abolition of nuclear weapons	against	we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	Should we fight for the abolition of nuclear weapons	0.5428792823972401	0.6778538468598422	no one wins with nuclear weapons. if two or more countries nuked each other parts of, if not all of, the entire world is just gone. it destroys everything and solves nothing.	72.0
A19023	We should ban fast food	in favor of	fast food has almost non nutritional value. it is full of bad unhealthy ingredients and is causing the rise in health problems and obesity in the nation.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	Should we ban fast food	0.5521764121491235	0.37433814207829214	people should be able to choose what they want to eat	68.0
A19024	We should subsidize journalism	in favor of	if the government subsidized journalism fake news could be controlled.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Should we subsidize journalism	0.5873025734347632	0.11775971842011518	i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.	73.0
A19025	We should subsidize journalism	in favor of	it would make all news fair and the same across the board	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	Should we subsidize journalism	0.5873025734347632	0.11775971842011518	i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.	73.0
A19026	We should adopt gender-neutral language	against	there is no reason to adopt gender-neutral language as the fact that genders do exist and the differences do matter is indisputable!	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	Should we adopt gender-neutral language	0.566138617341594	0.15175372652901714	there is no need for gender-neutral language. someone could be an actress or an actor and can identify as either without changing the language that we use.	72.0
A19027	We should ban private military companies	against	this helps cover more issues; the current government is too short staffed to deal with all of the problems.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	Should we ban private military companies	0.5469254779020611	0.9173340444648487	they have no need in society today with the amount of military we have	69.0
A19028	The vow of celibacy should be abandoned	in favor of	normal men and women need the ability to respond to their sexual needs.	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	Should the vow of celibacy be abandoned	0.5634171445714469	0.8539952020934207	it should be abandoned because they have the same desires as every human has	71.0
A19031	We should ban the Church of Scientology	in favor of	the church of scientology should be banned simply because it's wrong for a belief system to dictate how your medical care can and cannot happen - like psychiatry.	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Should we ban the Church of Scientology	0.5426359994277954	0.10720565634165873	people are free to practice any religion they want	74.0
A19032	We should subsidize stay-at-home dads	in favor of	a father figure that takes an active role in their child's life has a positive effect on the child	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Should we subsidize stay-at-home dads	0.5426148509895035	0.14147371610378176	there are better uses of money than to subsidize non working men.	66.0
A19033	We should adopt an austerity regime	against	austerity regimes tend to increase unemployment, as government reduction of spending of leads to retrenchment of worker	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	Should we adopt an austerity regime	0.5525827081617566	0.2779228681418165	people should not have to endure higher taxes to pay for the government's inefficiency.	69.0
A19034	We should end affirmative action	in favor of	end affirmative action because it promotes reverse discrimination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Should we end affirmative action	0.5495202324109841	0.2524788902991078	yes, you should have to work your way to the top not have it handed to you.	66.0
A19035	We should abolish the right to keep and bear arms	against	not having an armed public would entice the government to become more tyrannical.	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Should we abolish the right to keep and bear arms	0.5453926867065079	0.30141939604812606	not having an armed public would entice the government to become more tyrannical.	77.0
A19036	We should end racial profiling	in favor of	minorities are arrested unfairly more often than the majority because of racial profiling.	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	Should we end racial profiling	0.607572699112251	0.28717094910230034	there is no valid argument in favor of racial profiling.	65.0
A19037	We should abolish the three-strikes laws	against	you can only give someone so many chances. if they have not learnt by the third time it is unlikely they will learn at all.	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	Should we abolish the three-strikes laws	0.568303073621695	0.10806816001714932	a three-strikes system does not allow for people to be treated fairly as individuals and instead is used as a &quot;one-size-fits-all&quot; control method for minority populations.	74.0
A19038	We should adopt a zero-tolerance policy in schools	in favor of	i agree that a zero-tolerance policy in schools is a good idea since it would mean that our children are safer when they go to school.	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	Should we adopt a zero-tolerance policy in schools	0.5430597028403381	0.10138373049240756	a zero tolerance policy at school is a good idea because children need to be disciplined as it might cut crime in the future.	72.0
A19039	We should subsidize stay-at-home dads	against	it was your decision or poor decision making that got someone pregnant and you should deal with the consequences	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	Should we subsidize stay-at-home dads	0.5426148509895035	0.14147371610378176	there are better uses of money than to subsidize non working men.	66.0
A19040	Payday loans should be banned	against	payday loans offer a last resort to the economically marginalized.	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	Should payday loans be banned	0.5676971318875713	0.34827284483644316	sometimes people need these emergency funds when they have no other available options.	67.0
A19041	We should adopt a zero-tolerance policy in schools	against	a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Should we adopt a zero-tolerance policy in schools	0.5430597028403381	0.10138373049240756	a zero tolerance policy at school is a good idea because children need to be disciplined as it might cut crime in the future.	72.0
A19042	We should introduce compulsory voting	against	compulsory voting should not be necessary because people will vote for anyone without researching which could skew outcomes.	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Should we introduce compulsory voting	0.5502933517464952	0.41682071984567837	no one should be forced to vote. it goes against the principles of our nation and its freedoms. it is a right, but that doesn't mean anyone has to do it.	73.0
A19043	The use of public defenders should be mandatory	against	public defenders are overworked and already with a low salary, thus they may not be that beneficial.	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	Should the use of public defenders be mandatory	0.5636646208223235	0.24460918162098488	not allowing a public defender for less well of defendants who do not meet the income requirements of the poor will make these people poor with outside legal fees.	71.0
A19045	Intelligence tests bring more harm than good	against	intelligence tests can help specify a persons abilities allowing them to develop their skill and knowledge of a specific capability.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Do intelligence tests bring more harm than good?	0.540199354637931	0.6495115659594087	sometimes these tests help identify people's strengths.	76.0
A19046	Social media brings more harm than good	against	social media did not brings more harm than good because when people posting or sharing their opinions or argue about something people can benefit from it make people think outside the box	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Does social media bring more harm than good	0.5778651914581594	0.19195994509883205	people are meaner to each other online because they can't see each other.	72.0
A19047	We should abandon the use of school uniform	against	school uniform enables all children to look the same, thus reducing the likelihood of bullying.	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	Should we abandon the use of school uniform	0.5508062239323491	0.10666066886460336	this practice insures students are all equal in dress and ensures students will not come to school in inappropriate clothing.	76.0
A19048	We should subsidize stay-at-home dads	in favor of	stay at home dads are just as needed as stay at home moms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	Should we subsidize stay-at-home dads	0.5426148509895035	0.14147371610378176	there are better uses of money than to subsidize non working men.	66.0
A19050	We should ban cosmetic surgery	against	cosmetic surgery boosts people's self esteem.	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Should we ban cosmetic surgery	0.5434066569302903	0.17169017012352825	people have the right to enhance their body in any way they want to.	69.0
A19052	We should subsidize embryonic stem cell research	against	there are other stem cells that aren't from embryos that could be used instead.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	Should we subsidize embryonic stem cell research	0.6093507121598506	0.17354981100944167	there are other stem cells that aren't from embryos that could be used instead.	70.0
A19054	We should ban cosmetic surgery	against	we should not ban cosmetic surgery people some people don't like how they look and it's their money if they want to change that	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Should we ban cosmetic surgery	0.5434066569302903	0.17169017012352825	people have the right to enhance their body in any way they want to.	69.0
A19055	Entrapment should be legalized	in favor of	valuable information can often be gained through entrapment	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	Should entrapment be legalized	0.5421695246055136	0.16528824475431544	sometimes entrapment is the only way to ensure that criminals are captured and charged, therefore we should legalise it.	69.0
A19056	We should adopt a zero-tolerance policy in schools	against	We should not adopt zero tolerance policies because they have not improved school discipline in other districts, only introduced more punishments for students.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	Should we adopt a zero-tolerance policy in schools	0.5430597028403381	0.10138373049240756	a zero tolerance policy at school is a good idea because children need to be disciplined as it might cut crime in the future.	72.0
A19057	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery could lead to unforeseen problems in young people whose bodies are still growing and maturing	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	Should we ban cosmetic surgery for minors	0.5649009892180921	0.45650005421224393	sometimes a cosmetic procedure is necessary in cases of disfigurement, and when this is addressed early, the chances of recovery and normalised existence are maximised.	72.0
A19058	We should subsidize embryonic stem cell research	against	embryonic stem cell research is immoral.	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	Should we subsidize embryonic stem cell research	0.6093507121598506	0.17354981100944167	there are other stem cells that aren't from embryos that could be used instead.	70.0
A19059	We should adopt a multi-party system	in favor of	multi-party systems provide many new sources of views on relevant topics	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	Should we adopt a multi-party system	0.5451089883968344	0.07995549674625639	too many choices in political parties separates people in a country instead of helping them to unite.	67.0
A19060	We should ban fast food	against	fast food is no more unhealthy than  some gourmet food its just  cheaper and made with less costly ingredients. fast food is not the issue, lack of control in eating it is the reason people are fat.	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	Should we ban fast food	0.5521764121491235	0.37433814207829214	people should be able to choose what they want to eat	68.0
A19061	We should ban the use of child actors	in favor of	we should ban the use of child actors because it causes the child to be in a dangerous environment	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	Should we ban the use of child actors	0.5434347853154198	0.5477169114768089	too many child actors can't handle the pressure and end up turning to drugs and other crimes to cope.	70.0
A19062	We should end the use of economic sanctions	against	economic sanctions have had a positive effect on denuclearization	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	Should we end the use of economic sanctions	0.5546104726419927	0.07897766227373658	they only hurt the poorest of society and are an outdated punishment.	75.0
A19063	Assisted suicide should be a criminal offence	in favor of	in some cases we can't be certain if the person truly wanted to die. some people could use assisted suicide as a way to remove someone they believe is burden.	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	Should assisted suicide be a criminal offence	0.4905729208550332	0.3102300601353396	no one has the right o take - or help take - another person's life. causing the death of another human being is nothing but murder which is against the law.	72.0
A19064	We should ban cosmetic surgery	in favor of	cosmetic surgery isn't medically necessary	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	Should we ban cosmetic surgery	0.5434066569302903	0.17169017012352825	people have the right to enhance their body in any way they want to.	69.0
A19065	We should legalize polygamy	against	polygamy is viewed as deviant sexual behavior and against the morals of a vast number of religious denominations and therefore should not be legalized.	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	Should we legalize polygamy	0.610662741648967	0.42077299737567625	no one should have to share their partner with other people if they don't want to and polygamy would make this the case.	65.0
A19066	We should ban factory farming	in favor of	animals in factory farms are kept in terrible conditions and we need to stop this	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Should we ban factory farming	0.5608312597204292	0.12316985653615407	it's unethical on the animals and just down right cruel	70.0
A19067	We should legalize cannabis	in favor of	this should be legal as it is no worse than alcohol.	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	Should we legalize cannabis	0.55441887126527	0.18531172199702267	this should be legal as it is no worse than alcohol.	75.0
A19068	We should end affirmative action	against	affirmative action gives opportunity to those who might otherwise not be treated fairly.  the scales need to be balanced more.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	Should we end affirmative action	0.5495202324109841	0.2524788902991078	yes, you should have to work your way to the top not have it handed to you.	66.0
A19069	We should abolish the Olympic Games	in favor of	we should abolish the olympic games because  it very expensive to host	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	Should we abolish the Olympic Games	0.5458334357649889	0.32616547373243754	there is too much scandal and controversy that comes out every time the olympics come around.	71.0
A19071	Entrapment should be legalized	in favor of	Even if you are convicted of a crime because of entrapment, your intention existed to commit a crime, and when determining guilt and punishment intention is ultimately the most important factor.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	Should entrapment be legalized	0.5421695246055136	0.16528824475431544	sometimes entrapment is the only way to ensure that criminals are captured and charged, therefore we should legalise it.	69.0
A19072	We should abandon the use of school uniform	in favor of	uniform policies detract from more effective efforts to reduce problems in education	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Should we abandon the use of school uniform	0.5508062239323491	0.10666066886460336	this practice insures students are all equal in dress and ensures students will not come to school in inappropriate clothing.	76.0
A19074	We should abandon marriage	against	Marriage is a way to bring families together and to grow the web of support that one has in their lives by creating these bonds that are incredibly meaningful to people.	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	Should we abandon marriage	0.5559643172103498	0.6293161726568464	too many marriages now are falling apart.  if marriage was abandoned then it would be much easier to separate and less need for legal interference.	65.0
A19075	We should abolish safe spaces	in favor of	abolishing safe spaces has to be recognized because people who has such a problems already have support from institutions and doctors.	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	Should we abolish safe spaces	0.5799236384347288	0.3076369855669228	sometimes the only place an oppressed person can go to is a safe space.	71.0
A19076	We should subsidize embryonic stem cell research	against	like many other advances in science the government should not have to subsidize the research.  if the benefits are there the private sector will find a way to get results.	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	Should we subsidize embryonic stem cell research	0.6093507121598506	0.17354981100944167	there are other stem cells that aren't from embryos that could be used instead.	70.0
A19077	We should abolish the Olympic Games	against	the olympic games are essential to allow peaceful competition between nations, without these there would be more wars and battles as countries tried to prove they were better than others.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Should we abolish the Olympic Games	0.5458334357649889	0.32616547373243754	there is too much scandal and controversy that comes out every time the olympics come around.	71.0
A19078	Intelligence tests bring more harm than good	against	intelligence tests are a way to get a good idea of how smart someone is, even if the results aren't necessarily 100% accurate they give a good base to judge people on.	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	Do intelligence tests bring more harm than good?	0.540199354637931	0.6495115659594087	sometimes these tests help identify people's strengths.	76.0
A19080	We should ban naturopathy	against	if patients feel it is helpful to them, they should be allowed to try	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Should we ban naturopathy	0.5619804222503995	0.14405041854035933	people sometimes don't get medical treatment that can cause further illness or harm.	66.0
A19081	We should prohibit women in combat	against	women have the right to fight just as men do.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Should we prohibit women in combat	0.545836373059373	0.10640035151321216	women have proven that they could be as good as men in many fields; who's to say they couldn't also be good soldiers?	66.0
A19083	We should ban the Church of Scientology	in favor of	scientology is a cult and so is dangerous	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	Should we ban the Church of Scientology	0.5426359994277954	0.10720565634165873	people are free to practice any religion they want	74.0
A19084	We should ban cosmetic surgery for minors	against	some facial abnormalities or perceived abnormalities cause significant mental distress to young people, influencing their development, when cosmetic surgery could positively transform their lives.	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	Should we ban cosmetic surgery for minors	0.5649009892180921	0.45650005421224393	sometimes a cosmetic procedure is necessary in cases of disfigurement, and when this is addressed early, the chances of recovery and normalised existence are maximised.	72.0
A19085	We should prohibit school prayer	in favor of	prayer has no place in public school because not everyone practices the same religion	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Should we prohibit school prayer	0.5513643288689498	0.37147612903285265	if parents want their kids to pray at school so be it	70.0
A19086	We should introduce compulsory voting	against	we live in a democratic society and people should not be forced to vote if they dont want to	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	Should we introduce compulsory voting	0.5502933517464952	0.41682071984567837	no one should be forced to vote. it goes against the principles of our nation and its freedoms. it is a right, but that doesn't mean anyone has to do it.	73.0
A19088	Entrapment should be legalized	in favor of	sometimes entrapment is the only way to ensure that criminals are captured and charged, therefore we should legalise it.	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	Should entrapment be legalized	0.5421695246055136	0.16528824475431544	sometimes entrapment is the only way to ensure that criminals are captured and charged, therefore we should legalise it.	69.0
A19089	We should ban whaling	against	some cultures like inuits rely on whales for many things like food and heating, and they use practically the entire whale.	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Should we ban whaling	0.5397872510208389	0.7792677995065413	if a county wants to hunt and kill whales they should be allowed to do so	71.0
A19090	Surrogacy should be banned	against	for some couples surrogacy is one solution to having a child that is from one of the parents	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	Should surrogacy be banned	0.46121392953706536	0.31067929751223855	sometimes the only way that people can have children of their own is by having a surrogate to carry the child.	77.0
A19091	We should ban algorithmic trading	against	trading using an algorithm is more accurate, quicker, and easier.	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	Should we ban algorithmic trading	0.5757173099123759	0.7050728644101018	if the technology exists then it should be okay to use it	73.0
A19092	Foster care brings more harm than good	in favor of	foster care cannot replace the support structure of a real family	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	Does foster care bring more harm than good	0.5487071033116246	0.7250303807491417	sometimes foster care is the safest option for a child. it is far better to remove a child who is being looked after by parents who cannot be trusted not to harm the child.	71.0
A19093	Blockade of the Gaza Strip should be ended	in favor of	the blockade of the gaza strip is causing over a million people to go hungry for no reason.	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	Should blockade of the Gaza Strip be ended	0.6098111333937815	0.349309001576724	it shouldnt be ended because if it was ended then it may cause more fighting and terrorism.	67.0
A19094	We should subsidize journalism	in favor of	it is important to ensure that the public is able to receive the news.	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	Should we subsidize journalism	0.5873025734347632	0.11775971842011518	i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.	73.0
A19095	We should ban whaling	against	we use whales for many usable products.	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	Should we ban whaling	0.5397872510208389	0.7792677995065413	if a county wants to hunt and kill whales they should be allowed to do so	71.0
A19097	We should ban algorithmic trading	against	algorithmic trading merely enables better decisions in investments utilising technology and intelligence	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	Should we ban algorithmic trading	0.5757173099123759	0.7050728644101018	if the technology exists then it should be okay to use it	73.0
A19098	Intelligence tests bring more harm than good	in favor of	it gives people a feeling of superiority over others. some people are just not good test takers, it doesn't mean they aren't intelligent.	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	Do intelligence tests bring more harm than good?	0.540199354637931	0.6495115659594087	sometimes these tests help identify people's strengths.	76.0
A19099	We should subsidize Wikipedia	against	wikipedia often contains false information and so can lead to people believing that have no validity in reality.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Should we subsidize Wikipedia	0.5439527694084854	0.04648618413109573	wikipedia is a wonderful source of information for students and adults alike.	70.0
A19100	We should fight urbanization	against	urbanization provides increased job opportunities	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Should we fight urbanization	0.664793948124377	0.49164746765605316	we should not fight urbanization because it gives people jobs and places to live	61.0
A19101	We should ban telemarketing	against	telemarketing allows small businesses to save money by reducing overhead costs.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Should we ban telemarketing	0.5619857603750562	0.8539896829822932	no, it would eliminate way to many jobs.	71.0
A19102	We should abolish safe spaces	against	a safe space is a great place for youth to hang out so that they are not in dangerous places.	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	Should we abolish safe spaces	0.5799236384347288	0.3076369855669228	sometimes the only place an oppressed person can go to is a safe space.	71.0
A19103	We should end mandatory retirement	in favor of	Mandatory retirement forces people who are still excellent at their jobs to quit working long before they are ready.	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Should we end mandatory retirement	0.5618075985101205	0.17606657333832143	people are not always aware of their failing mental faculties and mandatory retirement is necessary.	69.0
A19104	We should abandon marriage	in favor of	fewer marriages are lasting and divorce is a difficult experience for everyone	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	Should we abandon marriage	0.5559643172103498	0.6293161726568464	too many marriages now are falling apart.  if marriage was abandoned then it would be much easier to separate and less need for legal interference.	65.0
A19105	We should ban algorithmic trading	against	algorithmic trading enables a more level playing field in the trading of shares.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Should we ban algorithmic trading	0.5757173099123759	0.7050728644101018	if the technology exists then it should be okay to use it	73.0
A19106	We should legalize prostitution	in favor of	legal and regulated prostitution would protect sex workers from violence and poor health outcomes.	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	Should we legalize prostitution	0.5592150120350576	0.1607758139165729	women should have the right to decide what to do with their body and that should include being able to sell it.	69.0
